;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
675;0.17999999;-6.7792068;6.5936785;34.02369
676;4.19;-10.99674;13.328277;70.64801
677;34.579998;-24.050755;17.858402;121.9006
678;163.25;-17.492317;53.29203;223.7449
679;460.34998;84.66036;199.57816;437.88647
680;823.59;435.75372;607.79004;880.6899
681;1296.04;1033.6189;1249.295;1502.2611
682;1860.9801;1719.4261;1934.8081;2124.8987
683;2501.14;2375.157;2539.4348;2669.2637
684;3222.31;3064.212;3177.5637;3275.6162
685;4001.1301;3844.8503;3943.8208;4035.4966
686;4806.16;4703.1523;4815.3765;4915.436
687;5633.1997;5543.9077;5674.102;5787.5054
688;6465.44;6360.175;6506.6226;6632.616
689;7297.6;7136.941;7296.9194;7435.334
690;7955.36;7916.475;8093.7026;8245.631
691;8656.609;8563.12;8755.11;8924.754
692;9282.84;9136.794;9345.719;9531.817
693;9868.26;9687.937;9915.246;10115.419
694;10412.96;10178.48;10422.356;10638.34
695;10917.811;10629.194;10887.361;11119.428
696;11312.149;11062.988;11334.185;11582.685
697;11633.22;11419.708;11697.075;11960.759
698;11832.37;11656.55;11935.009;12213.455
699;11942.591;11786.389;12062.698;12352.965
700;12053.79;11838.638;12111.579;12409.66
701;12150.96;11882.379;12151.414;12449.511
702;12106.4;11920.632;12185.576;12483.613
703;11989.19;11882.022;12137.519;12437.662
704;11958.439;11734.262;11976.307;12277.462
705;11788.29;11605.497;11837.986;12130.25
706;11624.891;11435.359;11658.826;11943.028
707;11383.63;11240.044;11454.103;11730.818
708;11159.18;10984.845;11188.569;11458.242
709;10867.06;10702.607;10896.795;11153.331
710;10569.811;10364.036;10549.26;10793.605
711;10261.79;10018.734;10197.339;10429.361
712;9803.37;9682.52;9856.77;10077.02
713;9391.89;9249.231;9414.9;9623.143
714;8956.261;8732.306;8889.877;9087.062
715;8638.08;8227.618;8382.747;8567.445
716;8224.86;7838.612;7997.96;8168.5444
717;7702.0903;7480.794;7641.5283;7799.927
718;7156.64;7005.077;7160.57;7313.8594
719;6542.83;6425.6353;6576.0957;6725.6245
720;5938.06;5765.6235;5914.379;6060.471
