;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
390;25.85;11.284566;66.856445;151.05417
391;79.579994;35.458508;92.910446;177.36632
392;191.29999;101.64397;164.31702;254.58511
393;356.36002;258.71143;327.64395;426.46927
394;557.54004;488.59778;564.7521;669.69495
395;789.72;738.0338;818.91595;921.5667
396;1055.48;993.7023;1079.7179;1183.9742
397;1342.0901;1275.0204;1362.7172;1472.3306
398;1670.2401;1577.0604;1668.5151;1785.5525
399;1992.79;1922.576;2018.8848;2141.1738
400;2357.25;2264.0417;2369.082;2496.881
401;2707.97;2637.026;2745.165;2879.4033
402;3096.98;3001.1008;3116.2507;3255.5183
403;3466.0598;3377.8975;3497.7136;3640.4797
404;3837.3699;3766.5562;3894.8928;4044.3787
405;4203.83;4116.9873;4247.741;4399.5464
406;4542.31;4464.577;4601.066;4757.794
407;4866.73;4779.351;4919.1777;5077.977
408;5177.09;5061.556;5208.0366;5371.081
409;5470.21;5346.6006;5494.554;5663.419
410;5719.6396;5592.439;5748.886;5920.995
411;5943.2603;5808.1167;5967.4077;6141.015
412;6131.13;6001.089;6165.69;6341.0903
413;6283.33;6162.578;6326.796;6502.193
414;6380.86;6265.2803;6434.088;6607.837
415;6472.38;6322.7114;6489.287;6662.8027
416;6518.37;6373.046;6541.9414;6717.74
417;6567.75;6397.16;6563.251;6738.8184
418;6567.18;6387.892;6558.3936;6731.5474
